comment,label
Fact check: McConnell claims Obama didn't leave Trump a pandemic 'game plan.' Obama left a 69-page playbook,0
"Reporter to Trump: ""Do you regret all of the lying you have done to the American people?""",-1
Pompeo says there will be a ‘smooth transition to second Trump administration’,0
"Donald Trump has real estate debts of $1.1B with $900m owed in next four years, report says",0
"Trump Supporters in Georgia Threaten to Destroy GOP, Boycott Runoff Elections",-1
White House claims Trump hasn't seen video of supporters firing paintballs at protesters despite retweeting it,0
"Trump's surprise demand for $2,000 stimulus checks blew up Mitch McConnell's master plan and leaves him in a no-win situation",0
Trump moved cyber security budget to pay for his wall before major hacking assault,-1
"Family of Tom Petty issues Cease and Desist to Trump's campaign after Tulsa rally. They said the president cannot use the song ""I Won't Back Down"" to further a campaign that leaves Americans and common sense behind.",-1
Trump ‘didn’t know people died from the flu.’ It killed his grandfather.,-1
"'A Really Chilling Moment': Trump Refuses to Allow Dr. Fauci to Answer Question on Dangers of Hydroxychloroquine— ""This is unacceptable. Dr. Fauci, one of the world's top infectious disease scientists, was just censored live at a White House press conference.""",-1
"Trump had a meltdown and yelled at aides backstage when he realised how empty his rally in Tulsa was, reports say",-1
"In a loss for Trump, judge says woman who accused him of rape can proceed with defamation suit",-1
"Trump to face ‘subpoenas and seizures’ following presidency, ex-Manhattan prosecutor says",0
100 Republican national security experts demand GOP admit Trump loss,0
"Trump was ‘muttering, I won, I won, like ‘Mad King George’ after election defeat, report says",1
Trump loses 2 pivotal allies in his anti-kneeling crusade: NASCAR and the NFL,-1
Trump: 'Nobody likes me',1
Trump threatens White House protesters with 'vicious dogs and most ominous weapons',-1
"Putting Trump's name on stimulus checks is ""abuse of government resources,"" says president of IRS managers association",-1
A new Trump campaign ad depicting a police officer being attacked by protesters is actually a 2014 photo of pro-democracy protests in Ukraine,-1
"Insurance Industry Corrects Trump: Actually, We're Only Waiving Copays for Coronavirus Testing, Not Treatment; ""Heaven forbid they miss a chance to bankrupt sick people.""",-1
Do not be fooled by the polling. Donald Trump could very well win a second term,1
Biden on Trump sharing video of protester shouting 'white power': He 'has picked a side',1
"Biden to Trump: 'Release your tax returns, or stop talking about corruption'",-1
US spies say the Hunter Biden email controversy shows how 'exploitable' and 'grotesquely vulnerable' Trump and Giuliani are to Russian intelligence,1
"Trump Campaign Secretly Paying $180,000 A Year To His Sons’ Significant Others | Lara Trump and Kimberly Guilfoyle are each receiving $15,000 per month through the campaign manager’s private company, GOP sources said, to dodge FEC rules.",1
"Trump, who told Obama to resign after one Ebola death, calls 160,000 COVID-19 deaths ""fantastic job""",-1
Andrew Cuomo after Trump debate attack: 'New York has a lower infection rate than the White House',-1
The US stock market has now wiped out the entire $11.5 trillion of value it gained since Trump's 2016 election victory,1
Letterman Says A Trump Loss Would Be 'A Relief To Every Living Being In This Country',1
Trump Livid After California Allows Statewide Mail-In Voting: ‘These Votes Must Not Count’,-1
Dave Bautista backs Biden over Trump in new campaign ad: 'It’s easy to bully people. That does not make you a tough guy',0
"Trump's inner circle is telling him that Giuliani and the rest of his legal team are making him look like an idiot, report says",0
"Trump Blames Biden, Who Isn't President, For Not Instituting Mask Mandate | “To be clear: I am not currently president,” Biden wrote moments later. “But if you chip in now, we can change that.”",0
"Trump Just Removed the IG Investigating Elaine Chao. Chao’s Husband, Mitch McConnell, Already Vetted the Replacement.",0
Trump calls mail-in ballots 'dishonest' but says absentee ballots are 'fine.' They're the same thing.,-1
"Susan Collins has failed the people of Maine and this country. She has voted to confirm Trump’s judicial nominees, approve tax cuts for the rich, and has repeatedly chosen to put party before people. I am running to send her packing. I’m Betsy Sweet, and I am running for U.S. Senate in Maine. AMA.",1
Biden says he won't return Trump's attacks on his children because 'it's crass' to target a political opponent's family,1
"Anderson Cooper: Trump is an 'obese turtle on his back, flailing in the hot sun'",0
Trump ad asks people to support the troops. But it uses a picture of Russian jets,1
Donald Trump Jr tests positive for coronavirus,1
"Medical Journal Urges American Voters to Not Re-Elect Trump, Slams Him for Coronavirus Response",0
"Romney, once party standard-bearer, is now the lone GOP voice willing to stand up to Trump",0
"""Disturbing"" memo reveals Trump's USPS chief has slowed delivery amid calls to expand voting by mail",1
Trump reportedly invited a waiter into a top secret intelligence briefing room to order a milkshake,1
"Trump Supporter Admits Voter Fraud, Says She Voted Twice For President in Viral Video",0
"Goodbye, Donald Trump Jr.",0
"Trump falsely claims 'thousands' of forgeries on mail-in ballots, despite his own commission not finding a single case of fraud",-1
"Megathread: Trump, Biden to have microphones muted for part of final U.S. presidential debate",0
Police arrest Proud Boy member on assault and gun charges hours after Trump refuses to denounce white supremacy,-1
Jonathan Swan reveals the simple secret to exposing Trump's lies: basic follow-up questions,-1
Eric Trump cancels event at Michigan gun shop after former employee is linked to domestic terror plot against governor,-1
"Black Californians accuse ""Trump Train"" of being like ""Taliban had come to town""",0
Law Firm Stops Representing Trump Campaign in Pennsylvania Suit,0
Dr Anthony Fauci is the only figure to find his approval rating rise after being associated with Donald Trump,1
Biden notes 'the violence we're witnessing is happening under Donald Trump. Not me.',-1
Investigation launched into Trump’s 'political interference' in CDC and FDA's coronavirus work,0
Donald Trump Refused to Denounce White Supremacists. That's It.,-1
President Trump lost. Too many Republicans keep pretending he didn’t.,-1
Trump shares video of 'great people' shouting 'white power' at protesters,1
Trump Has ‘Financial Interest’ in Hydroxychloroquine Manufacturer: NYT,0
House Democrats Demand Increase in IRS Funding to Go After 'Wealthy Tax Cheats'—Like Donald Trump,1
TikTok users are trying to troll Trump's campaign by reserving tickets for Tulsa rally they'll never use,0
Biden slams Trump over Covid at final debate: 'Anyone who’s responsible for that many deaths should not remain president',1
Wisconsin recount adds 87 votes to Biden’s victory over Trump,0
"Report: Trump is Terrified About Going to Prison After Losing The Election, As He Should Be",-1
"Sanders: 'Obviously I am not a communist,' but maybe Trump 'doesn't know the difference'",0
Trump refuses to denounce white supremacism and instead tells Proud Boys to ‘stand back and stand by',0
Trump’s Mar-a-Lago neighbours initiate legal action to stop him moving there when he leaves White House. Trump signed a deal in 1993 that bars him from using the private club as a permanent residence,0
"Barack Obama calls Trump a ""two-bit dictator"" after report Trump will declare premature victory",0
"Trump’s medical bill would cost an average American citizen at least $100k, report says",0
"More than 800K physicians beg Trump to let experts, not holidays, determine when public gatherings are safe again",0
"Donald Trump Is Now ‘America’s Number One Traitor,’ Says Veterans Group | “Benedict Arnold can step aside,” VoteVets says in its latest anti-Trump attack ad",-1
"On a call with Trump officials, police chief pleads: 'Stop testing NBA players, start testing first responders'",-1
Megathread: President Donald Trump Removes Watchdog Overseeing Rollout of $2 Trillion Coronavirus Bill,0
The Video of Donald Trump Telling Associates to “Get Rid of” Ambassador Marie Yovanovitch Has Been Released,0
Don't Be Shocked Trump Lied About COVID On Tape. Be Horrified That It Won't Matter,-1
Calls for Trump ally Lindsey Graham to resign over Georgia phone call,-1
The Coronavirus Is the Worst Intelligence Failure in U.S. History | It’s more glaring than Pearl Harbor and 9/11—and it’s all the fault of Donald Trump’s leadership.,-1
Sacha Baron Cohen calls Facebook Trump’s ‘willing accomplice’ in spreading conspiracy theories,-1
'He gets his photo op and gets out': Biden hits out at Trump for 'reckless' Omaha rally that left supporters hospitalised,1
Sarah Sanders says Trump told her to go to North Korea and take 'one for the team' after Kim Jong Un winked at her,0
Major Producer of Hydroxychloroquine Once Paid Michael Cohen Hefty Sum for Access to Trump,0
Trump complains Biden and Obama stopped coronavirus testing even though it didn't exist during their administration,-1
Trump press secretary Kayleigh McEnany has voted by mail 11 times in 10 years,0
Trump says Abraham Lincoln 'did good' for the Black community but that 'the end result' is 'questionable',1
Trump’s ‘Liberate Michigan!’ tweets incite insurrection. That’s illegal. | Federal law bans advocating the overthrow of government.,-1
Arizona Certifies Biden’s Election Victory Over Trump,0
Taylor Swift: Trump's 'calculated dismantling' of USPS proves he's trying to 'blatantly cheat' election,-1
Bernie Sanders says the 'GOP has ceased to be a political party' and 'is now a cult' for staying silent on Trump's election attacks,0
MSNBC airs 80-second supercut of Trump’s racist remarks over the past 30 years,-1
"Man really did hack Trump’s Twitter account by guessing password, ‘maga2020!,’ Dutch prosecutors confirm",0
"Trump Could Be Investigated for Tax Fraud, D.A. Says for First Time",-1
Trump is reportedly 'very aware' he lost the election but is putting up a fight as 'theater',-1
Trump Supporter Arrested For Requesting Absentee Ballot For Dead Mother,-1
Wisconsin election results: Biden overtakes Trump with 4% of votes left to count,0
"Republican Senator Who Voted for Trump's $1.5 Trillion Tax Cut for the Rich Blocks $1,200 Stimulus Checks",0
Trump mocked for signing blank paper in ‘staged’ photos at Walter Reed,-1
"Dear Wisconsin: If Trump wants a recount, make him pay up front",1
Teachers union president dares Trump to sit in classroom amid coronavirus 'and breathe that air',0
42% of Voters Say Trump Will Be Known as 'One of Worst' Presidents in History: Fox News Poll,-1
"Trust me, I leaked the Pentagon Papers. Trump is an enemy of the Constitution and must be defeated.",-1
Trump claims the media misrepresented his coronavirus cure comments. Video proves otherwise. The president is now routinely lying about things we saw with our own eyes and that are on tape.,-1
Trump Just Exposed Secret Service to COVID-19 to Do a Drive-By For MAGA Supporters,1
Michael Cohen says the associates Trump pardoned may now be forced to testify against him because they can no longer invoke the Fifth Amendment,-1
Trump now claims he spoke 'sarcastically' when repeatedly suggesting people inject disinfectant to cure coronavirus,0
Trump promises Michigan that he will 'never come back' if he loses the state to Biden,0
"Conservative Icon George Will Urges Nov. Sweep: Vote Out Trump, All GOP Enablers",0
Trump Wants Covid-19 Media Coverage To Be Illegal: ‘Should Be An Election Law Violation’,-1
2 DOJ whistleblowers testify that AG William Barr interfered in investigations to help Trump,1
Melania Trump reportedly taped making 'disparaging' remarks about president and his children,0
Nancy Pelosi refuses to rule out second impeachment of Trump to delay Supreme Court battle,0
Ex-Trump aide Scaramucci says president’s ‘well wishes’ to Ghislaine Maxwell are coded message: ‘Please don’t talk’,0
"Biden: ""I trust vaccines, I trust scientists, but I don’t trust Donald Trump""",1
Ninth Circuit Hands Trump Admin a Big Loss: the Transfer of Military Funds to Build the Wall Was ‘Unlawful’,-1
"Donald Trump should concede and ‘put country above his ego’, says Barack Obama",0
Obama accuses Trump White House of suppressing black voters in rare direct attack,-1
Donald Trump Appears to Have Committed Felony Voter Fraud,-1
The doctor behind a cognitive test Trump took says ‘it’s supposed to be easy’ for people with no cognitive impairment,-1
Trump Suddenly Loses Interest In Briefings After Disastrous Disinfectant Comments,-1
Megathread: President Trump Suggests Delaying 2020 Presidential Election,0
'Trump kept saying it was basically pretty much a cure': Woman whose husband died after ingesting chloroquine warns the public not to 'believe anything that the president says',-1
Michigan group sues Trump campaign for alleged mass voter suppression,0
Pranksters are flooding Trump's election fraud hotline to mock the president over his election defeat,-1
"'I cannot stress this enough, this will kill you': Fox News host Neil Cavuto was shocked by Trump's announcement that he's taking hydroxychloroquine to prevent coronavirus",-1
City of El Paso hires legal counsel to help collect Trump campaign’s outstanding debt,1
Democrats Look at Trump Voters and Wonder ‘What the Hell Is Your Problem?’,-1
Trump announces 'surge' of federal officers to Chicago despite outrage over Portland crackdown,1
Trump Collapses Under Pressure of Extremely Basic Follow-Up Questions About COVID-19,-1
The ‘Trump Won’ Farce Isn’t Funny Anymore. Republicans are now seriously arguing that elections are legitimate only when their side wins.,0
A National Nightmare: Whoever Owns Trump’s Enormous Debts Could Be Running The Country,0
"Trump's last-minute pardon spree shows why Joe Biden just can't ""move on"". The country can't unite and heal if Republicans believe they have license to cheat in elections and commit crimes",0
Biden calls on Trump to step down over his coronavirus response as he holds first town hall,0
Massachusetts' Republican governor 'cannot support Donald Trump for president',-1
Federal Judge Declares ICE Arrests at Courthouses ‘Illegal’ in Huge Blow to Trump Administration,0
Trump Just Admitted He's Sabotaging the USPS to Screw Up the Election,0
Megathread: US Government Accountability Office finds Trump administration violated the law by freezing Ukraine aid,-1
Biden team considering legal options if Trump administration keeps stalling the transition,0
"'I'll be right eventually': Trump again insists coronavirus will disappear, citing no evidence",-1
Trump spent $3 million for a vote recount in Wisconsin's largest county to support his baseless claim of ballot fraud but lost by even more than initially thought,-1
"Trump campaign 'disguised' and 'laundered' nearly $170 million worth of spending, watchdog group alleges in a new federal complaint",0
Michael Cohen says Donald Trump will flee to Mar-a-Lago and never return to White House,0
Trump reportedly said he would reject a bailout package if it included aid to keep the US Postal Service functioning,-1
'Tweeting at the TV doesn't fix things': Obama mocks Trump's record in rousing campaign speech,-1
‘You’re high’: Internet reacts after Trump says COVID makes him feel 20 years younger — 'Donald J. Trump feels better today than in the year 2000 because he's high on so many drugs.',1
"While Constantly Yelling About Voter Fraud, Trump Tried To Register In FL With WH Address",-1
Lesley Stahl gets security protection after death threat over Trump ‘60 Minutes’ interview: report,-1
"Trump Promises To Defund The Entire Military, If Congress Won't Let Him Punish The Internet For Being Mean To Him",1
Biden leads by 10 points as majority of Americans say Trump could have avoided coronavirus: Reuters/Ipsos poll,-1
Trump says 2020 presidential election will be 'rigged by foreign countries' as he slumps further in polls,-1
"Trump said 'only blacks could live this way' about Chicago and hates Obama because he's Black, Michael Cohen claims",-1
"'Unacceptable': Dems Fume After Trump Announces Plan to Refuse Congressional Oversight of Corporate Bailout Funds - ""This is a frightening amount of public money to have given a corrupt admininistration with zero accountability.""",-1
'I didn't do it': Trump shuns responsibility for cutting pandemic team before White House cuts mic of reporter asking 'nasty question',-1
"The only people dismissing the Russia bounties intel: The Taliban, Russia and Trump",0
"Trump Can’t Name One Thing He’d Prioritize if Re-elected — Even with Fox News’ Sean Hannity holding his hand, the president drew a blank when asked about a possible four more years",1
'I saved his a--': Trump boasted to Woodward that he protected Saudi Crown Prince Mohammed bin Salman after Jamal Khashoggi's brutal murder,-1
Trump's huge vote total breaks my heart. I recognize this America and I wish I did not. - The most dangerous implication of this election is that tens of millions accept a fictitious world created by an autocrat and marketed by Fox News.,1
Trump Threatens Pennsylvania Gov. Tom Wolf: I’ll Withhold Federal Aid Because You Didn’t Help My Campaign,0
'When the Country Needed Leadership Trump Turned Off the Lights': White House Goes Dark as Protests Over Killing of George Floyd Rage Across DC,-1
"Trump backed Xi over concentration camps for Uighur Muslims, ex-aide Bolton claims",0
"The Trump Campaign Reportedly Blew $1 Billion on Private Jets, Trump Properties, and Don Jr.’s Shitty Book",-1
"Trump Admitted to a Crime Against Humanity Last Night. And No, He Wasn’t Joking.",-1
"Senate made criminal referral of Trump Jr., Bannon, Kushner and two others to federal prosecutors",-1
YouTube will remove any new videos alleging Trump lost election because of fraud,-1
"Trump 'furious' about 'underwhelming' crowd at Tulsa rally. “This was a major failure,"" one outside adviser said",0
"Donald Trump labelled ""loser of the year"" by Europe's biggest news magazine",-1
"Trump Offered Assange Pardon if He Covered Up Russian Hack, Court Hears",1
Take her out’: recording appears to capture Trump at private dinner saying he wants Ukraine ambassador fired,-1
Facebook removes Trump post falsely saying flu is more lethal than Covid,-1
Trump administration blocks states from using Medicaid to respond to coronavirus crisis,-1
Twitter is publicly declaring Joe Biden the winner of the US election — on Trump’s own tweets,1
Leaked McDonalds recording shows the company is fighting against parts of Trump's coronavirus bill that would give workers paid sick leave,-1
Trump Boasts He Likely Saved ‘Billions’ Of Lives In A Nation With 330 Million People,1
"Trump Campaign ‘Laundering’ Campaign Finance Money, Election Watchdog Says",0
"Leaked White House data shows infections spiking more than 1,000% in rural areas that backed Trump | Trump claims cases are falling everywhere. An unreleased task force report shows massive spikes in the heartland",-1
"Donald Trump, Colossal Asshole, Says Doctors Get Extra Cash If People Die of COVID-19",-1
Mitt Romney calls Trump's IG firings 'a threat to accountable democracy',-1
"Community star Yvette Nicole Brown calls out Lil Wayne for posting photo smiling alongside Trump | 'There’s nothing a white supremacist could offer me that is worth my people,' she wrote",1
"Trump asked aides if he could pursue a wild plan to replace the electoral college with loyalists who would ignore the vote, report says",0
"Megathread: President Donald Trump Refuses to Participate in the Next Debate, Which is Scheduled to be Held Virtually",0
"More Than 2,000 Americans Have Died of the Coronavirus. Trump Is Tweeting About His TV Ratings.",-1
Megathread: Long-Concealed Records Show President Trump’s Losses and Years of Tax Avoidance | Part II,-1
Trump knew of Russian bounty on troops before late March: report,0
Trump threatens to adjourn both chambers of congress - something no president has ever done,-1
Trump Lied for Five Uninterrupted Minutes About Mail-in Voting During Virus Briefing,-1
Four Seasons: Donald Trump's campaign team mocked for booking wrong venue,-1
"The Trump Administration Just Canceled an Order for 80,000 Ventilators to Haggle Over the Price",0
Trump attacked for spending '1 in every 5 days' at a golf club in 2019. President famously told voters in 2016 he would be too busy ‘working for you’ to play.,0
Historians will likely rank Trump as one of the worst presidents,-1
"‘I would rather have a socialist in the White House than Donald Trump,’ says Republican Joe Walsh",0
Each of Trump’s 2016 campaign managers has now faced criminal charges,-1
Pentagon Officials Say Trump Was Talking Nonsense When He Called Beirut Explosion an Attack,-1
"Fauci admits administration has restricted his media appearances, says he's not surprised Trump got COVID",-1
Trump says he thinks some Americans are wearing masks to show they disapprove of him and not as a preventive measure during the pandemic,0
Biden slams Trump for failing to condemn would-be kidnapping plot on Michigan governor: ‘Sort of behavior you’d expect from Isis’,-1
It’s Official: Biden Beats Trump in Town Hall Television Ratings,0
Pelosi To Trump: You’re Getting Kicked Out If You Lose The Race Whether You Like It Or Not,0
Americans under the age of 30 support removing Trump from office by a nearly 3-to-1 ratio,1
Bernie Sanders leads Donald Trump by widest margin of all 2020 candidates: Election poll,0
Oops: Jared Kushner reportedly created a Shell company to secretly pay Trump family members and spend half the campaign’s cash,0
"Atheist Group Asks IRS to Probe Megachurch Over Pro-Trump Rally, Says Event Violates Rule Banning Political Participation",-1
"Four Years Later, Senators Say, ‘Yes, Trump Conspired With The Russians’",0
Welp Trump’s Own Former Defense Secretary Just Compared Him to the Nazis So That Happened,0
Trump Says He'll Seek a Third Term Because 'They Spied On Me',0
Trump says he will leave the White House if Electoral College votes for Biden,0
How Trump Killed Tens of Thousands of Americans: A blow-by-blow account of his personal role in the coronavirus catastrophe.,-1
Biden responds to report Trump plans to declare premature victory: He's 'not going to steal this election',1
Trump Throws Tantrum After CNN Poll Shows Biden Crushing Him By Nearly 15 Points,-1
"Trump was convinced he was going to win on election night in a repeat of 2016, and was 'shouting at everyone' when Fox News called Arizona for Biden",1
Trump and Pence drop plans to address outdoor rally crowds amid reports of low attendance,-1
Megathread: Senator Mitt Romney Announces Vote to Convict President Donald Trump,0
Trump tweets predicting Obama would start a war with Iran to get re-elected are coming back to haunt him,-1
"Deutsche Bank plans to cut ties with Trump after the election, Reuters reported, and could seize his assets if he can't pay back his debts",0
Biden proposes federal mask mandate as Trump mocks reporter in Oval Office for wearing one,-1
The Republican Party Is Dead. It’s the Trump Cult Now.,-1
"Trump in ‘fragile’ mood and may drop out of 2020 race if poll numbers don’t improve, GOP insiders tell Fox News",1
Biden leads Trump by double digits with senior voters over 65—a group no Democrat has won in two decades,1
"Poll: 58% of Biden voters say vote is more ""against"" Trump than ""for"" Biden",0
Trump is calling protesters terrorists. That puts him in the company of the world's autocrats,-1
America Just Learned About Two More Impeachable Offenses by Trump and Barr,-1
"Trump reportedly won't meet with Pelosi on a coronavirus bill, or for any reason, because he's mad at her",-1
Twitter Users Stunned At 'Full-Blown Lunacy' Of Trump's Wild Axios Interview,0
Rudy Giuliani reportedly seeks pardon from Donald Trump,1
"Trump claims at debate that China is paying for farm subsidies. In fact, U.S. taxpayers are footing the bill",0
Trump's 'epic meltdown' on 60 minutes revealed as CBS releases full interview with president,0
Trump demands names of the congressional Republicans who said they recognize Biden as winner,1
"Mitch McConnell rams through six Trump judges in 30 hours after blocking coronavirus aid for months. Planned Parenthood warned that ""many"" of the judges have ""hostile records"" toward human rights and abortion",-1
Lawyers decided to quit Trump case after chaotic Four Seasons Landscaping press conference,-1
Attention has faded on the more than 20 sexual misconduct allegations against Trump,0
Trump campaign demands CNN apologize for poll that shows Biden leading,0
"Report: Saudis, UAE funnelled millions to Trump 2016 campaign",0
"Despite hand wringing from pundits, if Democrats win they should enact a truly transformative agenda and fully prosecute Trump",1
More than 130 Secret Service officers are said to be infected with coronavirus or quarantining in wake of Trump’s campaign travel,-1
Trump bragged about bringing Michigan 'so many damn car plants.' Zero new major plants have opened during his presidency.,-1
Megathread: Senate Intel Committee Releases Final Report Detailing Ties Between 2016 Trump Campaign and Russian Interference,0
"AOC condemns U.S. system that allows Trump, Amazon to pay almost no taxes but doesn't fund health care for all",-1
Pro-Trump network Newsmax just aired a 2-minute video admitting that it has 'no evidence' of outlandish fraud claims against two voting machine companies,-1
Michigan pollster: Trump’s Bible photo op caused immediate drop in support,0
"Trump Said ‘I Like Taking The Guns Early,’ Not Harris | Facebook posts claim that Sen. Kamala Harris said, “I like taking the guns early.” She didn’t say that, but President Donald Trump did.",1
"I was arrested, jailed and assaulted by a guard. My ‘crime’? Being a journalist in Trump’s America",-1
CNN reporter says it is 'poetry' that Trump's racist presidency ends with 'black woman in White House',-1
#VoteThemAllOut2020 Trends as Trump's Republican Allies Stand Firm Behind the President During Impeachment Trial,0
Tax Returns Show Trump Looting Treasury to Stave Off His Own Financial Disaster,-1
George Floyd's Brother: Trump Wouldn’t Even Let Me Talk in Rushed Call,0
Twitch has suspended Donald Trump's account,-1
Sen. Tammy Duckworth says she will block military promotions until Trump's defense secretary explains the 'disgraceful situation' that led Lt. Col. Alexander Vindman to retire,-1
Donald Trump is warning “China will own the United States” if Joe Biden is elected president. But Trump himself is tens of millions of dollars in debt to China.,-1
Biden says Trump putting words in George Floyd's mouth is 'despicable',0
'I can't imagine why': Trump says he takes no responsibility for people ingesting disinfectant despite telling them to,-1
Trump reportedly admitted impeachment played a big role in his Soleimani decision,1
Trump’s First Instinct Was to Threaten Overhaul of Internet Law as #DiaperDon Trended,-1
Biden says he will take vaccine publicly after White House refused to say if Trump would,-1
Trump’s Disinfectant Idea Is More Than a Silly Soundbite - it shows he is totally lost in managing the national response.,-1
Trump’s Attempt to Shift Burden of Proof to Biden Shows His Election Lawsuits Are Garbage,-1
Trump reportedly rejected aggressive coronavirus testing in hopes it would help his re-election,0
"'In the US, we count ballots': Trump slapped down by Electoral Commission chief over call to dump mail votes - ‘In case anyone is unclear on the concept, in the United States of America, we do not “get rid” of’ ballots’",-1
'Trump hasn't grown into the job because he can't': Obama tears into Trump and delivers a forceful endorsement of Biden in DNC speech,1
AOC calls caravan of Trump supporters on NYC bridge a 'pileup of chumps',1
The Trump Family Is Taking 12x More Protected Trips Than The Obama Family,1
Trump’s First 3 Years Created 1.5 Million Fewer Jobs Than Obama’s Last 3,1
Eric Trump falsely claims his father achieved Middle East peace and ended America's wars in RNC speech.,0
Trump will lose his Twitter ‘public interest’ protections in January,-1
Trump campaign mocks Biden as he visits son’s grave on Election Day,-1
Megathread: Fmr. National Security Advisor John Bolton Alleges President Trump Tied Ukraine Funding to Investigation Into Bidens,1
Fox News' Chris Wallace finally gave Americans the Donald Trump interview they deserve,0
Portland finally proves it: Trump is pulling us into fascism,0
Trump actually doesn’t appear to understand how bad the pandemic is,-1
"More than 200 retired generals, admirals endorse Biden, including some who served under Trump",1
Biden win in Arizona ‘confirmed’ as analysts say there is no way back for Trump,1
Senate Intel report confirms Russia aimed to help Trump in 2016,1
'Nero fiddled while Rome burned. Trump golfs': Bernie Sanders calls on supporters to back Biden against threat of second Trump term,0
The Trump administration reportedly quashed an intelligence report that showed Russia is helping him win the 2020 election,1
Bombshell Report Says Trump Ordered CIA to Share Counterterrorism Intel with Russia ‘Despite No Discernible Reward’,0
The biggest Trump meltdown the world has ever seen is imminent. Be prepared,1
'It's Going to Take Everyone': Demonstrations Planned Nationwide to 'Save the Post Office From Trump',1
FEC commissioner to Trump: 'No. You don't have the power to move the election',0
Romney counters Trump: 90 percent of 'very Republican' Utah votes by mail,0
Megathread: Judge Dismisses Trump Lawsuit Seeking to Delay Certification in Pennsylvania,-1
Trump says he won’t go and pay respects to John Lewis at Capitol,1
"RBG Immediately Went There, Asked Trump Lawyer How Whitewater and Watergate Were Different from Tax Return Case",0
'One of the Most Callous Sentiments Ever Uttered' by US President: Trump Falsely Says Covid Death Toll Not So Bad 'If You Take Blue States Out',-1
Trump and U.S. In COVID-19 crisis is 'like watching the decline of the Roman Empire' says a Canadian mayor,-1
Trump administration to be investigated over use of force against protesters in Portland,-1
Ocasio-Cortez: 'Plenty of people without college degrees could run this country better than Trump',1
Donald Trump calls Minneapolis protesters 'thugs' and threatens to shoot looters,-1
Joe Biden says stimulus package stalled because Republicans fear retribution from Trump,-1
"Donald Trump's Tab For MAGA Rallies Jumps To $1.8 Million As 14 Cities Say President Hasn't Paid Police Bills, Report Finds",0
Michael Cohen predicts that Trump will 'never leave office peacefully' because he's terrified of being sent to prison,-1
Trump humiliated as Supreme Court rejects last-ditch attempt to undo election results,-1
Megathread: Supreme Court Rules Against Trump Administration Attempt to End DACA,1
Senators overseeing impeachment trial got campaign cash from Trump legal team members,0
Trump calls for National Day of Prayer amid coronavirus pandemic — 'How about a national day of f*cking testing people for coronavirus.',0
Trump demands Republican convention 'with no masks or social distancing' despite coronavirus pandemic,-1
"U.S. Could Be Thrown Out of Olympics Over Trump Funding Threats, World Anti-Doping Agency Warns",-1
Trump’s attack on the Postal Service is now a national emergency,-1
Latinas for Trump founder unseated Florida Democrat after ‘shadow candidate’ with his surname entered the race,0
One of Trump's personal valets has tested positive for coronavirus,1
Biden expresses 'deep condolences' after 6 American troops killed in helicopter crash while Trump trashes Fox News,-1
Trump denounces mail votes as corrupt – before admitting he applied for one,-1
CNN kicks Trump adviser off air after he refuses to address Woodward revelations,0
"Romney, vilified in D.C. for vote to convict Trump, finds respect, support back home",1
"Donald Trump Jr's girlfriend Kimberly Guilfoyle tests positive for coronavirus, reports say",1
"As Trump Claims US Has Best Covid-19 Testing in the World, Capitol Physician Says He Lacks Capacity to Test All 100 Senators",1
Trump Has Flooded DC With Law Enforcement Officers Who Won’t Identify Themselves,0
Mueller prosecutor Andrew Weissmann says Trump should be investigated and charged with potential federal crimes after leaving office,-1
Attorney General Bill Barr Directly Implicated in Discarded Ballot Chaos Amplified by Trump and White House,-1
Bob Woodward says he will release audio tapes of Trump talking about Supreme Court,1
Uniformed Miami cop spotted wearing pro-Trump mask near voting site will be disciplined,0
"Lock Him Up? For the Republic to survive Trump’s presidency, he must be tried for his crimes. Even if that sparks a constitutional crisis of its own.",-1
Megathread: Senate votes not to call witnesses in President Donald Trump’s impeachment trial,0
"Trump Campaign Adviser Pleads Guilty to Child Porn, Sex Trafficking",-1
President Trump welcomed back to DC with boos after loss,0
Amend the Constitution to Prevent Another Trump,0
"Trump, Laboring to Breathe, Says He’s Fine and Everything Else Will Be Too if You Just Believe Him",1
"Suddenly Republicans want norms, ethics and ""civility"": Are they actually psychopaths? Trump is still trying to steal the election — but Republicans are now acting as if they never enabled this criminal",-1
Navy SEAL who oversaw bin Laden raid defends the Postal Service and says Trump is undermining every major US institution,-1
"Trump PR Stunt Falls Flat, as White House Video Exposes His Failure to Prepare for Pandemic",-1
"You Can’t Just Vote Out Trumpism - Even if Donald Trump loses in November, America will need to purge his legacy of corruption, racism, and inequality.",-1
Trump publicly admits he fired White House official as retaliation for impeachment testimony: 'He was very insubordinate',-1
Game show host retweeted by Trump deletes his account after announcing his son has coronavirus,0
Trump campaign dismisses last remaining lawsuit in Michigan as voter fraud claims widely debunked,-1
Let’s Never Forget That Trump and Fox News Started as Coronavirus Truthers,0
Spike Lee: Trump will go down as worst US president in history,-1
Trump Refused to Order Coronavirus Supplies Because Big Business Complained,-1
Trump Just Hired Jeffrey Epstein’s Lawyers,0
Megathread: President Donald Trump Mobilizes Military Amid National Unrest,0
Trump says he won’t comply with key transparency measures in the coronavirus stimulus bill - The administration says it won’t provide documentation for audits into $500 billion in corporate bailout funds.,0
Trump Bragged On Tape Of Being Able To Do Exactly What Biden Is Accused Of,-1
